title,description
Scotiabank profit falls 40% as loan loss provisions more than double amid COVID-19,Canadian bank earnings considered to be bellwether for broader economy,2020-05-27,CBC
Tim Hortons to join S&P/TSX 60 index; Abitibi drops out,,2006-09-27,CBC
TSX falls 373 points as commodities sell off again,Canadian dollar loses almost half a cent to close at 74.66 cents US.,2015-09-28,CBC
Oil price dips to $48 a barrel as TSX closed for Victoria Day,,2016-05-23,CBC
End of an era as Nortel shares delisted from TSX,,2009-06-27,CBC
CIBC hires TSX Group's Nesbitt as part of management shakeup,,2008-01-07,CBC
Valeant shares plunge another 10% to all-time low after Ackman sells stake,Montreal-based drug company has lost 95% of its value in the last 2 years,2017-03-14,CBC
"TSX, U.S., European markets plunge amid economic worries",,2008-10-15,CBC
TSX rally continues as oil hits record high; Dow drops 99,,2005-04-01,CBC
Pure Trading debuts alternative equity market to compete with TSX,,2007-09-14,CBC
TSX drops 200 points as resource-led slump continues,,2006-06-19,CBC
"LSE, Maple Group sweeten TMX bids",,2011-06-23,CBC
"TSX drops 215 points on rate worries, profit taking",,2007-04-30,CBC
TSX falls by record 840.93 points; oil drops to $95 US,,2008-09-29,CBC
"Energy, gold stocks lead TSX to 5-month high",,2004-09-21,CBC
TSX Group shares above IPO price in unofficial trading,,2002-11-06,CBC
TSX to begin dual currency trading in 12 companies,,2004-01-12,CBC
TSX gains; U.S. markets falter on day of remembrance,,2002-09-11,CBC
"23 stocks dropped, 3 added in big TSX index shake-up",,2002-06-14,CBC
30 companies to be dropped from TSX benchmark index,,2002-09-18,CBC
Dow collapses through post-Sept. 11 low; TSX down 179,,2002-07-22,CBC
S&P/TSX Composite Index set for major shake-up,,2002-06-14,CBC
Canadians more cautious about investing: survey,,2002-08-23,CBC
TSX down 50 per cent from all-time high in 2000,,2002-10-09,CBC
Gold and oil stocks rise on Iraq tension,,2003-01-17,CBC
The return of the dividend,,2009-08-20,CBC
Canadian fashion retailer Reitmans granted creditor protection while restructuring its 576 stores,"Chain also owns RW & CO., Thyme Maternity, Addition Elle, Penningtons stores",2020-05-19,CBC
Gaming company Stars Group sees revenue surge due to online poker in COVID-19 lockdowns,,2020-04-17,CBC
Shares in major cannabis companies sell off sharply,Canadian pot-producing companies all lost more than 10% in Monday trading,2018-10-23,CBC
TSX loses another 8% as Canadian oil price falls to lowest level on record,Canadian dollar dips below 70 cents US,2020-03-18,CBC
Stock markets finish rough week with another dive into the red,TSX loses 3% as global stock sell-off continues for 6th day,2020-02-28,CBC
Stock markets finish rough week with another dive into the red,TSX loses 3% as global stock sell-off continues for 6th day,2020-02-28,CBC
"Oil plunge, coronavirus fears prompt panic selling on stock markets",Oil prices fall as much as 30 per cent; stock markets halted and bond yields plunge,2020-03-09,CBC
"Skittish over coronavirus, stock markets end fearful week with more losses","Dow sheds 600 points, TSX down close to 1 per cent",2020-01-31,CBC
"Jonathan Bettez illegally arrested as police pressed for info about Cédrika Provencher, defence lawyer argues","Bettez, who was arrested in 2016 on child pornography charges, considered suspect after girl's death",2018-07-20,CBC
"Markets up sharply, rebounding from 7-day, coronavirus-driven decline",Rally comes amid hope central banks will cut rates to shore up economies ,2020-03-03,CBC
Battered stock markets post best day in years as governments fight coronavirus with cash,Is that light at the end of the tunnel? TSX and Dow rise more than 9%,2020-03-24,CBC
TSX and Dow sell off sharply as global recession fears bubble up again,"Dow loses almost 500 points, TSX down by 136.69",2019-10-02,CBC
Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes',Federal Reserve removes limits on how much debt it will take on from banks as collateral,2020-03-23,CBC
Stock markets lose ground again Monday despite U.S. central bank pledge to do 'whatever it takes',Federal Reserve removes limits on how much debt it will take on from banks as collateral,2020-03-23,CBC
"BlackBerry, EnStream announce mobile payment deal",BlackBerry will provide security technology,2014-06-12,CBC
Oil price plunge will not be factored into upcoming Sask. budget,Western Canadian Select price drops to $20 US per barrel,2020-03-10,CBC
Stock options to be taxed more like regular income under new federal budget,"The plan in the federal budget will put a $200,000 annual cap on the stock-option grants",2019-03-19,CBC
Stock markets sell off again as global economy infected by coronavirus fear,Every major stock exchange in world is now in negative territory for 2020,2020-02-26,CBC
Bourse anarchy — what fear of the coronavirus is doing to markets,Plus how regulatory flip-flops makes balancing environment and economics harder,2020-02-28,CBC
Canada's main stock index posts biggest gains in 3 years,"TSX got a boost from higher oil price, Bank of Canada's latest rate announcement",2019-01-10,CBC
Stock markets close higher as investors shake off coronavirus fears — for now,"TSX and Dow start strong, sell off through the morning, rally again in the afternoon",2020-03-10,CBC
"Stocks walloped by Brexit, falling oil prices","North American oil contract falls 3.4%, but Canadian oil edges higher",2018-12-10,CBC
Canadian energy companies Cenovus and Husky swing to huge losses amid oil price collapse,"Falling oil demand has dragged down producers' stocks, forced cost-cutting measures",2020-04-29,CBC
Oilpatch share buybacks drive record high totals on Toronto Stock Exchange,23 Calgary companies accounted for about 184 million share buybacks this year,2018-11-25,CBC
"Amid coronavirus rout, is it time to shut down the stock market?","Unprecedented volatility has raised calls for shutdown, but that poses problems, too",2020-03-19,CBC
Shares of most pot companies sell off on 1st day of legalization,Most big cannabis names lower on Wednesday despite drug becoming legal in Canada,2018-10-17,CBC
"BlackBerry restructuring process done, says CEO John Chen",Says company's workforce reduction 'is now behind us' ,2014-08-05,CBC
Why the Canadian stock market is performing so poorly compared to the U.S. market,TSX didn't benefit from the Trump bump and overseas investors don't see much opportunity here,2018-02-09,CBC
Travis Kalanick resigns as CEO of Uber,Co-founder of ride-hailing service known for its aggressive style has come under fire of late,2017-06-21,CBC
Ford's ex-CEO leaves company with $51.1M US,"Mark Fields, 56, retired earlier this week after three years as CEO at automaker",2017-05-26,CBC
"Philadelphia sues Wells Fargo, alleging minority loan bias","Lawsuit says unnecessarily expensive loans drove black, Hispanic borrowers toward foreclosure",2017-05-16,CBC
Stock markets slide as coronavirus fears spread,Worst day for TSX since October as travel and tourism sectors hit hard,2020-01-27,CBC
Oilpatch pushes for construction to start immediately on green-lit Trans Mountain pipeline,"Federal cabinet approved controversial project Tuesday, but hurdles remain",2019-06-18,CBC
Oil prices at 5-month high over conflict in Libya,"North American contract above $64, loonie bounces higher",2019-04-08,CBC
Canopy Growth applies to list shares on NYSE,,2018-05-14,CBC
Energy sector weighs on Canadian markets as oil drops below US$70 a barrel,The movement came following reports that Russia and OPEC countries plan to produce more oil soon,2018-05-25,CBC
"TSX, Dow sharply higher Friday",Traders seek bargains among stocks beaten lower by weeks of volatility,2014-10-17,CBC
North American stocks end up as China-U.S. trade war worries ease,Gains in the Canadian market were led by energy and base metals,2018-04-05,CBC
"Oil prices rebound, boosting Canadian dollar, TSX","WTI contract up 4%, overtaking Brent as U.S. crude stocks fall",2015-12-23,CBC
Bombardier shares up as company swings to surprise adjusted profit,Company posts surprise adjusted profit for second quarter,2017-07-28,CBC
