REF_DATE,GEO,DGUID,Financial market statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020-01-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.63,,,,2
2020-01-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.65,,,,2
2020-01-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.64,,,,2
2020-01-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.66,,,,2
2020-01-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-01-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-01-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.66,,,,2
2020-01-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.65,,,,2
2020-01-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.62,,,,2
2020-01-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.63,,,,2
2020-01-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.63,,,,2
2020-01-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-01-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-01-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.63,,,,2
2020-01-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.60,,,,2
2020-01-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.52,,,,2
2020-01-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.50,,,,2
2020-01-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.46,,,,2
2020-01-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-01-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-01-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.41,,,,2
2020-01-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.46,,,,2
2020-01-29,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.44,,,,2
2020-01-30,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.44,,,,2
2020-01-31,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.40,,,,2
2020-02-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.39,,,,2
2020-02-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.44,,,,2
2020-02-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.48,,,,2
2020-02-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.47,,,,2
2020-02-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.42,,,,2
2020-02-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.39,,,,2
2020-02-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.42,,,,2
2020-02-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.46,,,,2
2020-02-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.47,,,,2
2020-02-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.44,,,,2
2020-02-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,,..,,,2
2020-02-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.42,,,,2
2020-02-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.44,,,,2
2020-02-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.40,,,,2
2020-02-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.37,,,,2
2020-02-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-02-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.30,,,,2
2020-02-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.27,,,,2
2020-02-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.28,,,,2
2020-02-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.21,,,,2
2020-02-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.11,,,,2
2020-02-29,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,1.14,,,,2
2020-03-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.93,,,,2
2020-03-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.90,,,,2
2020-03-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.77,,,,2
2020-03-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.68,,,,2
2020-03-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.52,,,,2
2020-03-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.55,,,,2
2020-03-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.51,,,,2
2020-03-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.49,,,,2
2020-03-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.54,,,,2
2020-03-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.51,,,,2
2020-03-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.68,,,,2
2020-03-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.79,,,,2
2020-03-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.72,,,,2
2020-03-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.65,,,,2
2020-03-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.59,,,,2
2020-03-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.68,,,,2
2020-03-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.70,,,,2
2020-03-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.68,,,,2
2020-03-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.52,,,,2
2020-03-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-29,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-03-30,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.52,,,,2
2020-03-31,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.50,,,,2
2020-04-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.48,,,,2
2020-04-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.49,,,,2
2020-04-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.48,,,,2
2020-04-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.52,,,,2
2020-04-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.53,,,,2
2020-04-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.50,,,,2
2020-04-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.46,,,,2
2020-04-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,,..,,,2
2020-04-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.45,,,,2
2020-04-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.43,,,,2
2020-04-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.38,,,,2
2020-04-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.36,,,,2
2020-04-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.37,,,,2
2020-04-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.36,,,,2
2020-04-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.34,,,,2
2020-04-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.35,,,,2
2020-04-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.34,,,,2
2020-04-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.32,,,,2
2020-04-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-04-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.34,,,,2
2020-04-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.31,,,,2
2020-04-29,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.30,,,,2
2020-04-30,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.28,,,,2
2020-05-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.28,,,,2
2020-05-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.26,,,,2
2020-05-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.26,,,,2
2020-05-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.26,,,,2
2020-05-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.26,,,,2
2020-05-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.26,,,,2
2020-05-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.25,,,,2
2020-05-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.26,,,,2
2020-05-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,,..,,,2
2020-05-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.28,,,,2
2020-05-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.00,,,,2
2020-05-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.27,,,,2
2020-05-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.29,,,,2
2020-05-29,Canada,2016A000011124,"Government of Canada benchmark bond yields, 3 year",Percent,239,units,0,v39052,1.14,0.27,,,,2
2019-01-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,,..,,,2
2019-01-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.85,,,,2
2019-01-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.76,,,,2
2019-01-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.84,,,,2
2019-01-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.87,,,,2
2019-01-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.89,,,,2
2019-01-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.91,,,,2
2019-01-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.91,,,,2
2019-01-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.89,,,,2
2019-01-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.89,,,,2
2019-01-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.91,,,,2
2019-01-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.93,,,,2
2019-01-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.92,,,,2
2019-01-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.96,,,,2
2019-01-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.95,,,,2
2019-01-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.89,,,,2
2019-01-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.90,,,,2
2019-01-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.86,,,,2
2019-01-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.89,,,,2
2019-01-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-01-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.88,,,,2
2019-01-29,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.86,,,,2
2019-01-30,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.83,,,,2
2019-01-31,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.78,,,,2
2019-02-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.86,,,,2
2019-02-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.86,,,,2
2019-02-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.85,,,,2
2019-02-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.83,,,,2
2019-02-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.78,,,,2
2019-02-08,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.79,,,,2
2019-02-09,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-10,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-11,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.82,,,,2
2019-02-12,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.82,,,,2
2019-02-13,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.84,,,,2
2019-02-14,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.79,,,,2
2019-02-15,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.80,,,,2
2019-02-16,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-17,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-18,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,,..,,,2
2019-02-19,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.79,,,,2
2019-02-20,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.80,,,,2
2019-02-21,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.81,,,,2
2019-02-22,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.79,,,,2
2019-02-23,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-24,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-02-25,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.80,,,,2
2019-02-26,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.77,,,,2
2019-02-27,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.80,,,,2
2019-02-28,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.82,,,,2
2019-03-01,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.81,,,,2
2019-03-02,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-03-03,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,0.00,,,,2
2019-03-04,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.76,,,,2
2019-03-05,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.75,,,,2
2019-03-06,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.69,,,,2
2019-03-07,Canada,2016A000011124,"Government of Canada benchmark bond yields, 5 year",Percent,239,units,0,v39053,1.15,1.63,,,,2
