REF_DATE,GEO,DGUID,Financial market statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-01-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.88,,,,2
2019-01-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.88,,,,2
2019-01-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.86,,,,2
2019-01-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-01-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-01-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.87,,,,2
2019-01-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.88,,,,2
2019-01-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.89,,,,2
2019-01-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.89,,,,2
2019-01-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.90,,,,2
2019-01-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-01-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-01-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.88,,,,2
2019-01-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.90,,,,2
2019-01-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.89,,,,2
2019-01-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.87,,,,2
2019-01-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.88,,,,2
2019-01-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-01-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-01-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.87,,,,2
2019-01-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.87,,,,2
2019-01-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.83,,,,2
2019-01-31,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.81,,,,2
2019-02-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.83,,,,2
2019-02-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.82,,,,2
2019-02-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.84,,,,2
2019-02-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.83,,,,2
2019-02-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.79,,,,2
2019-02-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.80,,,,2
2019-02-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.80,,,,2
2019-02-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.80,,,,2
2019-02-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.83,,,,2
2019-02-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.83,,,,2
2019-02-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.80,,,,2
2019-02-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,,..,,,2
2019-02-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.81,,,,2
2019-02-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.81,,,,2
2019-02-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.81,,,,2
2019-02-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.80,,,,2
2019-02-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-02-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.80,,,,2
2019-02-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.79,,,,2
2019-02-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.77,,,,2
2019-02-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.79,,,,2
2019-03-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.78,,,,2
2019-03-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.76,,,,2
2019-03-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.78,,,,2
2019-03-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-03-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-03-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-03-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-03-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-03-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-03-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.69,,,,2
2019-03-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-03-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-03-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-03-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-03-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-03-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.65,,,,2
2019-03-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.63,,,,2
2019-03-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.64,,,,2
2019-03-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.62,,,,2
2019-03-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.62,,,,2
2019-03-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-03-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-03-31,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-04-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-04-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-04-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-04-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.69,,,,2
2019-04-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-04-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-04-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-04-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-04-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.74,,,,2
2019-04-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.74,,,,2
2019-04-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-04-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-04-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-04-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,,..,,,2
2019-04-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-04-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-04-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-04-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-04-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-04-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-04-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-04-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-05-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-05-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-05-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-05-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-05-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-05-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.74,,,,2
2019-05-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-05-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-05-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-05-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,,..,,,2
2019-05-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-05-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-05-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-05-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-05-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-05-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-05-31,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.65,,,,2
2019-06-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.63,,,,2
2019-06-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.64,,,,2
2019-06-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.61,,,,2
2019-06-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.64,,,,2
2019-06-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.65,,,,2
2019-06-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-06-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-06-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.69,,,,2
2019-06-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-06-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.65,,,,2
2019-06-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-06-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.65,,,,2
2019-06-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-06-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-06-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-06-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-06-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-06-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-06-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-06-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-06-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-06-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,,..,,,2
2019-07-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-07-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-07-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.70,,,,2
2019-07-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-07-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.75,,,,2
2019-07-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.73,,,,2
2019-07-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-07-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-07-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-07-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.72,,,,2
2019-07-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-07-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.71,,,,2
2019-07-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-07-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-07-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-07-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-07-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-07-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-07-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-07-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-07-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.67,,,,2
2019-07-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-07-31,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.69,,,,2
2019-08-01,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.68,,,,2
2019-08-02,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.66,,,,2
2019-08-03,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-04,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-05,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,,..,,,2
2019-08-06,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.60,,,,2
2019-08-07,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.56,,,,2
2019-08-08,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.57,,,,2
2019-08-09,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.58,,,,2
2019-08-10,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-11,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-12,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.55,,,,2
2019-08-13,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.58,,,,2
2019-08-14,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.55,,,,2
2019-08-15,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.54,,,,2
2019-08-16,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.54,,,,2
2019-08-17,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-18,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-19,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.56,,,,2
2019-08-20,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.57,,,,2
2019-08-21,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.58,,,,2
2019-08-22,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.60,,,,2
2019-08-23,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.54,,,,2
2019-08-24,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-25,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
2019-08-26,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.55,,,,2
2019-08-27,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.54,,,,2
2019-08-28,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.52,,,,2
2019-08-29,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.53,,,,2
2019-08-30,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,1.54,,,,2
2019-08-31,Canada,2016A000011124,"Treasury Bills, 1-year",Percent,239,units,0,v39067,1.28,0.00,,,,2
